Sample_text,Category,Final Label,Reasoning,Female_biased,Not Female_biased,Artist_biased Label,Not Artist_biased Label,Sportsman_biased Label,Not Sports_biased Label,Vlogger_biased Label,Not Vlogger_biased Label,Muslim_biased Label,Hindu_biased Label,Not Muslim and Hindu,Diplomacy_biased Label,Not Diplomacy_biased Label,Security_Analyst_biased Label,Not Security_Analyst_biased Label,Journalist_biased Label,Not Journalist_biased Label,Plitical Personality_biased Label,NonPlitical Personality_biased Label,International Relation Analyst_biased Label,Not International Relation Analyst_biased Label
এই কয়েক দিন থেকে শুধু উত্তম সুচিত্রার সিনেমা দেখছিলাম ।। যেত দিন গড়াচ্ছে উত্তম সুচিত্রার প্রেমে পড়ে যাচ্ছি ।,Entertainment,Not Hateful,"উত্তম সুচিত্রার প্রতি গভীর মুগ্ধতা।
প্রতিদিন দেখার আকর্ষণ।
সেরা জুটির অনন্যতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
আমি উত্তম কুমারের মতন এত সুন্দর অভিনয় করা আজ পর্যন্ত কাউকে পাইনি তাই উত্তম কুমারের ছবি ছাড়া অন্য কারো ছবি দেখি না,Entertainment,Not Hateful,"উত্তম কুমারের অভিনয়ের প্রশংসা।
অনন্য অভিনয়ের মুগ্ধতা।
উত্তম কুমারের প্রতি চিরন্তন ভালোবাসা।",Offensive,Not Hateful,Offensive,Not Hateful,Not Hateful,Offensive,Offensive,Not Hateful,Not Hateful,Offensive,Offensive,Offensive,Not Hateful,Offensive,Offensive,Not Hateful,Not Hateful,Not Hateful,Offensive,Not Hateful,Offensive
অনেক বার দেখেছি আজ আবার দেখছি  উওম কুমার সুচিত্রা সেন,Entertainment,Not Hateful,"উত্তম সুচিত্রার সিনেমার বারবার দেখার আকর্ষণ।
সেরা জুটির প্রতি ভালোবাসা।
সিনেমার প্রতি দর্শকের আবেগ।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
আমি ও সুচিত্রা সেনের যে কোন বাংলা সিনেমা দেখতে ভালো বাসি।,Entertainment,Not Hateful,"সুচিত্রা সেনের প্রতি দর্শকের প্রশংসা।
বাংলা সিনেমার প্রতি অনুরাগ।
সেরা অভিনেত্রী হিসেবে স্বীকৃতি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
আমি এই ধরনে মুভি বরাবোরি দেখতে ভালোবাসী,Entertainment,Not Hateful,"সিনেমার ঘরানার প্রতি ভালোবাসা।
বারবার দেখার আগ্রহ।
গল্পের প্রতি আকর্ষণ।",Offensive,Offensive,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Offensive,Offensive,Not Hateful,Offensive,Offensive,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Offensive,Not Hateful,Not Hateful,Not Hateful
এইসব সিনেমা সত্যিই অসাধারণ,Entertainment,Not Hateful,"সিনেমার অনন্যতা তুলে ধরা।
শ্রেষ্ঠত্বের স্বীকৃতি।
দর্শকের মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
কতবার যে দেখেছি গোনা হয়নি।খুব ভাল লাগে।,Entertainment,Not Hateful,"বারবার দেখার অদম্য আকর্ষণ।
সিনেমার প্রতি আবেগ।
মুগ্ধতার প্রকাশ।",Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Not Hateful,Offensive,Harmful,Not Hateful,Offensive,Harmful,Offensive,Offensive
আমার কাছে খুব ভালো লাগে এসব ছবি ভাই।,Entertainment,Not Hateful,"সিনেমার প্রতি ব্যক্তিগত মুগ্ধতা।
দর্শকের পছন্দ প্রকাশ।
গল্প ও অভিনয়ের প্রশংসা।",Offensive,Offensive,Offensive,Not Hateful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful
অসাধারণ একটি সুন্দর ছবি। খুব ভালো লাগলো,Entertainment,Not Hateful,"সিনেমার অসাধারণতার প্রশংসা।
দর্শকের চিরন্তন ভালোবাসা।
মুগ্ধতা প্রকাশ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
আমি উত্তম -সুচিত্রার সিনেমা দেখতে খুব পছন্দ করি,Entertainment,Not Hateful,"সেরা জুটির প্রতি ভালোবাসা।
সিনেমার প্রতি অনুরাগ।
উত্তম সুচিত্রার অভিনয়ের মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
খুব সুন্দর একটি সিনেমা,Entertainment,Not Hateful,"সিনেমার সুন্দর চিত্রায়নের প্রশংসা।
দর্শকের অনুভূতি প্রকাশ।
ভালো লাগার অভিব্যক্তি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
খুঁজে খুঁজে এমন ছায়াছবি দেখার সুভাগ্যবান দর্শকেরা,Entertainment,Not Hateful,"পুরোনো সিনেমার প্রতি আকর্ষণ।
সুভাগ্যবান দর্শকের অনুভূতি।
সিনেমার ঐতিহাসিক গুরুত্ব।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"আমরা সৌভাগ্যবান যে ""হাজার বছর ধরে"" ও ""পদ্মা নদীর মাঝি'র মতো কালজয়ী উপন্যাস আমাদের সময়ে পাঠ্যবইয়ে অন্তর্ভুক্ত ছিল।",Entertainment,Not Hateful,"উপন্যাসের কালজয়ী গুরুত্ব।
পাঠ্যবইয়ের অংশ হিসেবে গৌরব।
শিক্ষামূলক সংযোগ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
মানিক স্যরের উপন্যাসটা পড়েছিলাম|সিনেমাটাও দেখেছিলাম|আবার দেখছি|সত্যি!দুই বাংলার সেরা অভিনেতারা অভিনয় করেছেন|কি সুন্দর!অসাধারণ|এইসব সাহিত্য ভিত্তিক প্রকৃত জীবনের সিনেমা ছাড়া অন্য কিছু দেখার ইচ্ছা হয় না|খুব সুন্দর সব কিছু!,Entertainment,Not Hateful,"মানিক বন্দ্যোপাধ্যায়ের প্রতি শ্রদ্ধা।
দুই বাংলার সেরা শিল্পীদের স্বীকৃতি।
উপন্যাস ও সিনেমার গভীর সংযোগ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"ইন্টারমিডিয়েটে এই উপন্যাস পড়ছি, হাজার বছর ধরে উপন্যাস পড়ছি ক্লাস নাইন টেনে। জোঁক গল্প পড়ছি। অসাধারণ গল্প উপন্যাস।",Entertainment,Not Hateful,"শৈশবের স্মৃতি।
উপন্যাসের প্রতি ভালোবাসা।
অসাধারণ কাহিনীর প্রশংসা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
এমন ঐতিহাসিক চলচ্চিত্র আর পাবো না,Entertainment,Not Hateful,"সিনেমার ঐতিহাসিক গুরুত্ব।
অদ্বিতীয় সিনেমার স্বীকৃতি।
ভবিষ্যতে এমন নির্মাণের প্রত্যাশা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
সেই কত বছর আগে পড়েছিলাম উপন্যাস টা। একটা উক্তি আমার এখনো মনে পড়ে মাঝে মাঝে। ___অন্ধকারে যে বাস করে মৃদু আলোতে তার চোখ জ্বলসে যায়। আর চোখ জ্বলসানো আলোতে সে হয় অন্ধ।,Entertainment,Not Hateful,"উপন্যাসের গভীর প্রভাব।
বিশেষ উক্তি স্মরণ।
গল্পের চিরন্তন আবেদন।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"সত্যেই ছবিটা দেখে সেই গ্রামীন বা;লার চিএ মনে পরে গেলো,,,বারবার মনে পরে সেই ৯৭-৯৮ সালের গ্রাম বাংলার কথা,,,আহা কত সুন্দর মনোরম দৃশ্য যা আর কখনো ফিড়ে আসবেনা,,,",Entertainment,Not Hateful,"গ্রামের স্মৃতির চিত্রায়ন।
সিনেমার আবেগময় দিক।
হারিয়ে যাওয়া সময়ের স্মৃতি।",Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Harmful,Offensive
এরকম কাল যে উপন্যাস এখন আর হাজার চেষ্টা করলেও পাওয়া যাবে না। এত সুন্দর সাবলীল গ্রামীণ দৃশ্য সত্যি মনোমুগ্ধকর।,Entertainment,Not Hateful,"উপন্যাসের চিরন্তন আবেদন প্রকাশ।
গ্রামীণ দৃশ্যের প্রশংসা।
হারানো দিনের মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
দীর্ঘ পাঁচ বছর ধরে খোঁজার পর আজ নোটিফিকেশন পেয়ে অনেক অনেক খুসি। আসাকরি কিছু শিখতে পারবো ।,Entertainment,Not Hateful,"প্রতীক্ষার শেষে মুভি খুঁজে পাওয়া।
শেখার আগ্রহ।
কাহিনীর প্রতি আকর্ষণ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"খুব ভালো লাগলো মুভি টা দেখে নিজের দেশের জন্য মনটা ছটফট করছে, কেন যে ওই সময় পৃথিবীতে আসলামনা, এই আধুনিক যুগ থেকে ওই সময় টা শ্রেষ্ট ছিল",Entertainment,Not Hateful,"সিনেমার প্রতি দেশপ্রেমিক আবেগ।
পুরনো যুগের প্রতি আকর্ষণ।
সিনেমার আবেগময় চিত্রায়ন।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"এই মুভিটা অন্তত ৫০+ বার দেখা শেষ!! কি অদ্ভুত সুন্দর, প্রতিবারই একই রকম নতুন লাগে। সেই সময়েও এতো সুন্দর সিনেমাটোগ্রাফি, এতো সুন্দর উপস্থাপনা, অভিনয় প্রশংসার দাবি রাখে। মানুষ চাইলে কি না পারে, শুধু সৎ ইচ্ছা, আর পরিশ্রম লাগে। এখন তো সব সুপার স্টার, অভিনেতা, অভিনেত্রী কয়জন??",Entertainment,Not Hateful,"বারবার দেখার মুগ্ধতা।
চিত্রায়ন ও অভিনয়ের প্রশংসা।
সৎ ইচ্ছা ও পরিশ্রমের গুরুত্ব।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"আহা রে কাহিনি, আহা রে জীবন,। আহা অভিনয়। কই গেলো সেই দিনগুলো",Entertainment,Not Hateful,"কাহিনীর গভীরতা তুলে ধরা।
জীবনের প্রতিফলন।
অভিনয়ের প্রতি মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
পদ্মা নদীর মাঝি সিনেমাটি দেখার জন্য অধীর আগ্রহে অপেক্ষায় ছিলাম অনেকদিন ধরে। আপলোড দেওয়ার জন্য ধন্যবাদ,Entertainment,Not Hateful,"সিনেমার জন্য দীর্ঘ অপেক্ষার প্রশংসা।
কাহিনীর গভীরতার আকর্ষণ।
ধন্যবাদ জ্ঞাপন।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
আমাদের ইন্টার এ এইটা উপন্যাস ছিল।।পরীক্ষার সময় দেখছিলাম।। এখন আবার দেখছি। খুব ভাল ল্গে আমার কাছে পদ্মা নদীর মাঝি উপন্যাস টি।,Entertainment,Not Hateful,"উপন্যাসের প্রতি ভালোবাসা।
সিনেমার সঙ্গে শৈশবের স্মৃতি।
বারবার দেখার আকর্ষণ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
রাইসুল ইসলাম আসাদ বাংলাদেশের সর্বকালের সেরা অভিনেতা।,Entertainment,Not Hateful,"অভিনয়ের সর্বোচ্চ স্বীকৃতি।
রাইসুল ইসলামের দক্ষতার প্রশংসা।
সিনেমার জন্য বিশেষ অবদান।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"কি অভিনয়,যেন বাস্তব কেও হার মানায়!! অসাধারণ মুভি!! ধন্যবাদ সিনেমার সবাইকে এতো সুন্দর অভিনয় করার জন্য!!",Entertainment,Not Hateful,"বাস্তবসম্মত অভিনয়ের প্রশংসা।
সিনেমার প্রতিটি চরিত্রের দক্ষতা।
অসাধারণ চিত্রায়ন।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
তবে হাজার বছর ধরে সেরা চলচিত্র ।,Entertainment,Not Hateful,"সেরা সিনেমার স্বীকৃতি।
চিরন্তন আবেদন তুলে ধরা।
সিনেমার গুরুত্ব।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"কি যে অসাধারণ উপন্যাস, কি যে অসাধারণ দৃশ্যপট , বলার ভাষা নয়।",Entertainment,Not Hateful,"উপন্যাস ও দৃশ্যপটের প্রশংসা।
অসাধারণ কাহিনীর চিত্রায়ন।
বলার ভাষাহীন মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
রাইসুল ইসলাম আসাদ স্যার। আহ্ কি অভিনয় আপনি দেখালেন। এ যেন অভিনয়ের পাঠশালা। কুবের চরিত্রের জন্য পারফেক্ট কাস্ট। কুবের চরিত্র একমাত্র আপনাকে দিয়েই সম্ভব। কুবের চরিত্রের জন্যই আপনার জন্ম। এত বাস্তব অভিনয়! সত্যিই অসাধারণ। আপনি বাংলাদেশের গর্ব।,Entertainment,Not Hateful,"কুবের চরিত্রে অভিনয়ের প্রশংসা।
বাস্তবসম্মত চিত্রায়ন।
রাইসুল ইসলামের প্রতি গর্ব।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
পুরোনো দিনের সিনেমা দেখলে ছোট বেলার সেই মধুর দিন গুলো অনেক মনে পড়ে।,Entertainment,Not Hateful,"ছোটবেলার স্মৃতির চিত্রায়ন।
পুরোনো সিনেমার আবেদন।
আবেগময় স্মৃতিচারণ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
পুরোনো দিনের সিনেমা দেখলে ছোট বেলার সেই মধুর দিন গুলো অনেক মনে পড়ে।,Entertainment,Not Hateful,"ছোটবেলার স্মৃতির চিত্রায়ন।
পুরোনো সিনেমার আবেদন।
আবেগময় স্মৃতিচারণ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
বাংলার কী অপরূপ প্রকৃতির লীলা ভূমি । যতবার দেখি ততবার পরাণ ছোঁয়ে যায় ।,Entertainment,Not Hateful,"বাংলার প্রকৃতির প্রশংসা।
সিনেমার মনোহর দৃশ্যপট।
বারবার দেখার মুগ্ধতা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
অনেক খোঁজার পর এই মুভিটা পেলাম। কালজয়ী একটা উপন্যাস এবং সেই আলোকে রচিত এই মুভি।যুগে যুগে এই সমস্ত মুভির আবেদন থাকবে। বাংলা সিনেমার হারানো ঐতিহ্য এইসব মুভি ধরে রেখেছে।,Entertainment,Not Hateful,"কালজয়ী উপন্যাসের প্রশংসা।
সিনেমার ঐতিহাসিক আবেদন।
হারানো ঐতিহ্যের স্মৃতি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"চম্পা এই ছবিতে মারাত্মক অভিনয় করে,",Entertainment,Not Hateful,"চম্পার অভিনয়ের প্রশংসা।
চরিত্রের সঙ্গে অভিনয়ের সামঞ্জস্য।
দৃশ্যপটের প্রাণবন্ততা।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive
পদ্মা নদীর মাঝি উপনাস আমাদের সময় পঠ্যবইয়ে অন্তর্ভুক্ত ছিলো ১০/১২ ব্যাচ। আমার পছন্দের উপনাস।,Entertainment,Not Hateful,"উপন্যাসের পাঠ্যসূচিতে অন্তর্ভুক্তি।
পাঠ্যবইয়ের সঙ্গে স্মৃতিচারণ।
পছন্দের উপন্যাসের প্রশংসা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
তখন এত প্রযুক্তি আর বাজেট ও ছিলো না।তারপরে ও কত সুন্দর একটা সিনেমা।,Entertainment,Not Hateful,"কম প্রযুক্তির মধ্যেও সিনেমার সফলতা।
নির্মাণে নিখুঁত কাজের প্রশংসা।
সিনেমার ঐতিহাসিক গুরুত্ব।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
এ জীবনে যে কতো উপন‍্যাস পড়েছি তার হিসেব নেই  তবে হোসেন মিঞার চরিত্র এবং চিন্তা ভাবনা অসাধারণ এবং দারুণ,Entertainment,Not Hateful,"হোসেন মিঞার চরিত্রের বিশ্লেষণ।
উপন্যাসের গভীরতার প্রশংসা।
চমৎকার কাহিনীর স্বীকৃতি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
হাজার বছর ধরে আমার পরিচিত পদ্মা নদীর মাঝিদের পরিচিতি দিয়েছেন মানিক বন্দ্যোপাধ্যায়... অসাধারণ এক জীবনগল্প। কি স্বপ্ন!,Entertainment,Not Hateful,"মানব জীবনের অসাধারণ চিত্রায়ণ।
গ্রামীণ জীবনের সহজ সরলতা।
মানিক বন্দ্যোপাধ্যায়ের কালজয়ী সৃষ্টির প্রশংসা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"অনেক বার দেখলাম এই ছবিটা, আজকে আবার দেখলাম খুব ভালো লাগলো",Entertainment,Not Hateful,"ছবি বারবার দেখার আকর্ষণ।
কাহিনীর অমরত্ব।
প্রতিবার নতুন অভিজ্ঞতার অনুভূতি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
পদ্মানদীর মাঝি উপন্যাসটি পড়ে সিনেমা টি দেখার জন্য অধীর আগ্রহে অপেক্ষা করছিলাম,Entertainment,Not Hateful,"উপন্যাসের সঙ্গে সিনেমার মিল।
পাঠকের উচ্ছ্বাস।
উপস্থাপনার প্রতি সন্তুষ্টি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"উপন্যাস পরেছি, উপন্যাসে যেভাবে কল্পনা করেছি সেভাবেই চিত্রায়ন পেয়েছি... শ্রেষ্ট ছায়াছবি..",Entertainment,Not Hateful,"চিত্রায়নের সঙ্গে কল্পনার সামঞ্জস্য।
শ্রেষ্ঠ সিনেমার স্বীকৃতি।
উপন্যাস থেকে সিনেমায় রূপান্তরের প্রশংসা।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
খুঁজে খুঁজে এসব মুভি দেখি এইসব দেখে মনে আনন্দ টা আলাদা  এই মুভিটা অনেক বার দেখছি তাও মন ভরে না তাই আবার দেখতাছি,Entertainment,Not Hateful,"সিনেমার প্রতি আলাদা আবেগ।
বারবার দেখার ইচ্ছা।
দর্শকের অন্তর্দৃষ্টি।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
"আগেও দেখেছি, আজকে আবার দেখলাম, অসম্ভব ভালো লাগার একটি গল্প️",Entertainment,Not Hateful,"গল্পের প্রতি মুগ্ধতা।
পুনরায় দেখার তৃপ্তি।
অসাধারণ নির্মাণ।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
